restaurant_name,name,description,address,url,img_1,img_2,img_3,img_4,img_5,種類_中,種類_日,種類_法,種類_泰,種類_美,種類_西,種類_韓,類型_咖啡,類型_地方,類型_小吃,類型_居酒,類型_火鍋,類型_甜點,類型_聚餐,類型_茶館,類型_酒吧,類型_餐酒,氛圍_安靜,氛圍_家庭,氛圍_時尚,氛圍_浪漫,氛圍_熱鬧,氛圍_約會,氛圍_聚餐,氛圍_舒適
千味海鮮,chien-wei-seafood,以臺菜為主的餐館，魚缸中不乏時令海鮮，可以配合多種煮法，不妨請店員一一介紹。推薦麻油煮沙母，以乾煸過的薑片和綜合菇菌烹調，味道鮮甜，充滿香氣。多人聚餐的話，點上一份陶板藥膳活鮮蝦與一鍋蒜苗白鯧米粉，一同分享。環境簡潔但服務殷勤，設多個包廂，適合家庭聚會及各類宴請。,"南屯區文心南五路一段326之3號, Taichung, 408, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/chien-wei-seafood,71ee51b75e26420c9dc46f241923311d.jpeg,e8b46b9069d44f1f9403e7a59de11edb.jpeg,6a0be01430b74a1d92422d7bc2002a01.jpg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
方蒔,the-front-house,主廚具近二十年高端餐飲經驗，他於2023年創立這餐廳，將其遊歷的記憶和生活元素，透過單一套餐與客人分享。菜色以歐亞美洲烹調技巧料理，配合高麗菜酸、檳榔葉等在地食材，別具風格。室內空間採用暖杏色調，搭配圓弧形的吊燈、沙發、餐桌，及以植物點綴，氣氛悠閒舒適。二樓設有包廂，適合小型聚會。,"苓雅區憲政路132號, Kaohsiung, 802, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/the-front-house,0aff9afe6a7e48e39a30c720d80449c6.jpeg,dc2294a0ec67460ca7449f8ab28cb614.jpeg,6fbbea7255e245ac8eb1421a1c8bae30.jpeg,b9f3c9feee744495a53558b324fc02d8.jpg,467c6143a51d4c98a603f9fa0758e44c.jpeg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
請客樓,the-guest-house,於集團服務近廿年的師傅於2023年接任主廚一職，菜單仍以川揚菜色為主，同時加入少量臺菜美食，尤其不可錯過經典小菜。團隊為迎合健康飲食趨勢，奉行少油鹽烹調原則，且大幅減少辛香料的用量。室內布置雖然樸實，但靜謐舒適，備有多種包廂，適合宴請。如果想有更充裕的時間享用午餐，記得儘早前往。,"中正區忠孝東路一段12號17樓 (喜來登大飯店), Taipei, 100, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/the-guest-house,64a19d33ea634bae9eb28ecee4fd3c73.jpeg,2ec369cf76664216b00e7d0a31f0236d.jpeg,c46256b6ad6f416b822aa5cb54ef1743.jpeg,569454382acd41818b8cde0c490f9bca.jpeg,76fa6d855d2845cdba57cdb1c9976ceb.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
溫爸鵝肉,wenpapa-goose,老闆兼主廚累積近廿年料理鵝肉的經驗，招牌鹽水鵝是必點菜餚，僅選用90至100天大的鵝隻，以鹽水烹調後冷卻，確保鵝肉鮮嫩多汁。經典鵝肉飯以臺南米搭配鮮嫩鵝肉、滷筍絲與自製鵝油香蔥，不容錯過。店內採用自助形式，用餐時段總是門庭若市，不論排隊點餐、入座都要一點耐性。,"北區西門路三段274號, Tainan, 70444, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/wenpapa-goose,a49895ea840e4cfaa6123a1588c18f2b.jpeg,11d7b523a0a3437681609ad74539eb6c.jpeg,5572b5775b08473c99d44ebcc051be85.jpeg,2c6dd3bb351f43209e0a9e80082f98db.jpeg,42dbacad6ba843928efc8c1d33809fee.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
瀞,enpure,由臺中知名茶藝館負責人開設。門前佈置成綠意盎然的小庭院，餐室設有雅白的板前座位，配襯磚紅與冷灰色調的裝潢，給空間增添悠然暖意。曾是室內設計師的女主廚以各國融合的現代技法烹調菜式，並透過多款茶湯飲品，引出食物風味，同時輔以深度的說菜，闡述菜餚設計。餐廳亦提供茶酒搭餐，建議訂位時選定。,"北區健行路86巷7弄33號, Taichung, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/enpure,5442c751239f4f9cbdba870518f047e6.jpeg,2f4d8cd79013470eb4a1d6455d1d749b.jpeg,e8d1130b1014485bbdd536110169e6fc.jpeg,059b047544514d06b24442be117a2ec1.jpeg,ae8602bbc213443d9128ae48a6b770b4.jpg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
三輪的店,three-wheels,創立於1961年，創辦人最初以三輪車在街邊販售，至成為簡樸小店，一直是在地人的下午茶熱點。提供遵循古法製作的炭烤手工香腸與糯米腸，前者以豬肉、五香粉與高粱灌製而成，搭配蒜頭享用，口味經典；後者用上在地糯米、花生及油蔥酥，軟糯可口，帶有淡淡木炭香氣。不妨加點溫潤的肉骨湯搭配烤物。小店僅於中午至傍晚營業。,"鳳山區八德路296巷25號, Kaohsiung, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/three-wheels,3f512cc268d94bff874d702b241342ae.jpeg,a443e3327bff4aeda6a6358945da632e.jpeg,8e22de227fb247c697df78c82b837d1a.jpeg,4bb4d759cd844ccaac050bf561656dca.jpeg,b0831f5617b54c23bd972e42846b5573.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
阿興虱目魚,a-xing-shi-mu-yu,小店雖沒有奪目的招牌和裝潢，不過單憑每天新鮮現宰的虱目魚，加上親切友善的服務人員，已吸引了大量支持者。酥香的煎魚肚和虱目魚魚腸均深受歡迎，後者經常早早售罄，建議預留或在開店之時到店品嚐。叫老饕為之著迷的還有蒜頭飯，當中的蒜末用豬油炸香，風味非凡。逢農曆初一、十四、十五及三十公休。,"北區文賢路311號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/a-xing-shi-mu-yu,701f47b15a6246f38381760acc0d6604.jpeg,66292bd5c00d4aa69ad1975d7fb5ee05.jpeg,4a946cbcb07e4d8db89f8113aa7dc1d0.jpeg,7a23d9229d874e5da174102b66680f4f.jpeg,8f8d4a84b9384cc796e78f671984d05a.jpg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
黃家蝦捲,huang-chia-shrimp-roll,蝦捲是到訪臺南不能錯過的小吃。此店創立超過一甲子，曾四度搬遷，但依然顧客盈門。店家使用以特殊比例調配的太白粉漿，現點現炸，外皮輕薄酥脆；內餡包含火燒蝦和高麗菜，造成外酥內嫩的效果，配上解膩的薄蘿蔔片，恰到好處。用餐空間寬敞舒適。外帶者，店家會以粽葉包裹蝦捲，既傳統又環保。,"中西區西和路268號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/huang-chia-shrimp-roll,cc214fead78e4b97a797882b10bea799.jpeg,4f1f408967374157b97e94798c8d2174.jpeg,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
金賞軒,jin-shang-hsuan,餐廳雖小，卻充滿格調。空間整潔明亮，除了有偌大的玻璃窗，更配以古典畫作、精緻餐具和輕快的音樂，帶來加倍雅致的用餐體驗。主廚料理臺菜逾二十年，除了經典菜色，亦推薦其私房料理，例如佐以蒜酥和香菜末的香根牛肉、烹調費時的三杯燜雞，以及多款海鮮美食。服務親切貼心，更可以依用餐人數調整份量。,"松山區敦化北路155巷111號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/jin-shang-hsuan,7025c3f8f2da461c931920ff137047eb.jpeg,ee9abdca0eb44161a5ef0d6a99ad416b.jpeg,b3c6ac68602e47799427d3df4cf857e3.jpeg,845d6af974b249f78d1884d583c79e04.jpeg,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
傳家鹹粥,chuan-chia-congee,在這裡可品嚐鹹粥、虱目魚小吃、肉燥飯等街頭美食，空間帶有濃厚的懷舊氛圍，讓人彷彿回到昔日時光。招牌的虱目魚粥和滷魚肚，特選每日新鮮魚貨，後者的調味恰到好處，充分表現魚肉的鮮甜風味。店家自製的肉燥飯以肥肉為主，帶些許醬香，建議加點半熟蛋作搭配，帶來更濃郁滑順的口感。,"安平區慶平路410號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/chuan-chia-congee,dcca3e1163464c968903244384c5e1b9.jpeg,9edc62aead7d4f988c4c661b78ccd00b.jpeg,735d74742e634aaab2f3d5e901ca904a.jpeg,8938dd025e0840fe9b0aa432c51411c5.jpeg,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
欣葉 鐘菜,shin-yeh-taiwanese-signature,巨幅落地玻璃，加上具氣派的家具與燈飾，令這裡成為宴請的理想場所。菜單涵蓋過百道菜餚，以宴客菜為主，例如源於七十年代的鯉魚大蝦，在吐司放上裹著蝦漿的蝦肉，以杏仁片作魚鱗做成鯉魚的模樣，入口外酥內嫩。除了漁港海鮮、集團的經典菜色，亦會不時推出新菜品。甜點杏仁花生豆腐搭配花生麻糬和普洱茶，值得推薦。,"中山區樂群二路199號 (中城廣場), Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shin-yeh-taiwanese-signature,eb27fae1a6ab4b7581e61707c6424529.jpeg,f3d9c04fc8e542d59e6de26b40b040ab.jpeg,2b2400b601874181af1958f72b3a73be.jpg,d03b31e24cec43f482ea2d4b194a06de.jpeg,5eed58bb3e864d62b485a52a82516f39.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FIRNS,firns,主廚Ricky來自香港，曾於歐洲和香港的知名餐廳工作，為客人帶來結合法國和亞洲風格的當代美食。餐廳的大型燈飾由臺灣本土植物製成，加上產自屏東的手工刀具、本地工匠製作的陶瓷餐具，令用餐環境既優雅又充滿特色。菜單方面，同樣大量採用在地食材，包括根據當日漁獲設計的菜色。餐後不要錯過富有季節特色的甜品。,"西屯區精誠路50巷19號, Taichung, 臺灣",https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/firns,eaa3d461d61d414ca3ed62169fa525ff.jpg,6ef59a5823f14678bfc8da8de2a7755a.jpeg,a6f36bd998f34f12bc868564b6d66549.jpg,1ebc1fc647ef4266959e050a9d89d6af.jpeg,daa4267a21d746de936cad9177592774.jpg,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
橄饗家,como-en-casa-gourmet,西班牙主廚原經營食材貿易，為了推廣家鄉美食而開設餐館，並落腳於妻子出生地。提供一系列經典佳餚，用料上乘，海鮮更是由主廚親自到安平港挑選。服務團隊會細心介紹菜色，令人感到賓至如歸。酒單涵蓋西班牙的啤酒、葡萄酒、利口酒與調酒。晚上不妨在戶外庭院用餐，感受恍如身處歐洲鄉郊的悠閒。,"安平區安北路590號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/como-en-casa-gourmet,efccf24890364e319106c32f91306576.jpg,beb101ec2ac84b3997851af9fdd32978.jpg,0f4549ce6617492fbdfdc89505fe95db.jpeg,739a74f3d6b640dab60c28c0ef4cc90a.jpg,72f45e415600451c971365156f5ab9c8.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
FRASSI,frassi,主廚來自義大利托斯卡納，室內裝修以至菜色風格也饒富義國元素。圓弧形吧檯，讓客人近距離欣賞佳餚製作的過程；若與友人聚會，則不妨預定包廂。菜色結合經典義式烹飪手法和世界各地的優質食材，其中還加入臺灣元素，例如血蛤烏魚子義麵，彈牙的麵條，結合在地的血蛤和烏魚子，鮮美無比。餐酒搭配十分有趣，值得一試。,"中山區樂群三路299號, Taipei, 203, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/frassi,81e38e4c03604ccb94ef94b3f463143c.jpeg,5672594fefe44843b76dfb3494cd7968.jpeg,5e1d63efee8b44fc9cf4e2c493a6d31c.jpeg,7ddf9a5299fd4acb8166477fc15b225b.jpeg,18e451ac7c434e1baefb80d44e08cff4.jpg,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
好嶼,hosu,主廚來自雲林，對臺灣的感情溢於言表，希望透過美食述說屬於這片土地的故事。菜單圍繞「山、海、川、原」四個主題，依循季節轉換菜色，當中大量取用對環境友善的食材，並以炭烤方式烹調。輔以服務人員的深入解說，好讓客人了解餐廳重視生態的理念。室內布置同樣跟隨四季而轉變，氛圍別具一格。,"大安區仁愛路四段300巷20弄17號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/hosu,39245cef70f84617a2ecb8b35a570fd2.jpg,05997a57095a4655a2ac81e49e00215c.jpg,bf824ac25291486e965cae7d3cff7894.png,ea2542b6fea64abf8aa2f56575f74efa.jpg,884469fead7145d6a075ebb88d7f69f5.jpg,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
小王煮瓜,hsiao-wang-steamed-minced-pork-with-pickles-in-broth,有「黑金」之稱的滷肉飯入口黏稠，甜而不膩。清湯瓜仔肉湯頭清香回甘，肉塊更保有嚼勁。,"萬華區華西街17之4號153號攤 (華西街夜市), Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/hsiao-wang-steamed-minced-pork-with-pickles-in-broth,b8177033237d4a5b903e6ee821c40f76.jpeg,a36081971c3f43c3bf98eeaf38b38f4f.jpeg,9aa23226ba21427ba9513bb18c717edd.jpeg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
欣葉台菜 (創始店),shin-yeh-taiwanese-cuisine,說起臺菜餐館，欣葉必定榜上有名。多年來，規模變大了，從只供應清粥小菜，至成為宴席菜的場地，店東希望將家庭的味道帶給客人的心願始終未變。到欣葉必嚐其手工菜色──菜脯蛋以筷子邊煮邊攪拌翻鍋，做法獨特；杏仁豆腐由三位師傅人手鮮製，口感軟糯；其他招牌菜還有煎豬肝和以手工見稱的潤餅等。,"中山區雙城街34之1號, Taipei, 104, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shin-yeh-taiwanese-cuisine,f59152987afc46aebe3740b098b036e0.jpeg,06822264fce1414da60950339e62dbd5.jpeg,3bdcb69d95e3471b92aa1f09fdc22060.jpg,5085909cbbc84346a84809dfa6dacee3.jpeg,0f49526b568744259d9da1cd9ae2cbc6.jpeg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Robin's 鐵板燒,robin-s-teppanyaki,餐廳以已故資深外場人員命名，老饕皆熟知這家鐵板燒的所在。套餐選擇琳瑯滿目，當中不乏美國頂級牛排，還有日本與澳洲和牛。於席前為客人烹調的廚師均經驗豐富，對於食材的料理時間，以至客人的用餐節奏均了然於胸。肉類以外，海鮮的處理也甚具水準。嗜杯中物者會對其酒單感到稱心。,"中山區中山北路二段39巷3號2樓 (晶華酒店), Taipei, 104, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/robin-s-teppanyaki,08ac549af6f7455a963bc33be6a81eaa.jpeg,a8a258964585403da03e907d7153a5ed.jpg,b72e5f06bb78442faa19275c54e55c88.jpeg,38071efb3ac64729908cb86d8357e5e8.jpg,747adbf1ff5844479a083930b1e8a66f.jpeg,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
雞家莊 (長春路),chi-chia-chuang-changchun-road,雞家莊以雞肉料理聞名，原為雞販的老闆選用五至六個月大、未生過蛋的雞隻入菜，取其皮細肉嫩。其中，三杯雞散發濃郁香氣，雞塊掛滿了惹味醬汁，搭配軟嫩的豬血糕更是可口。多人用餐者，不妨點選酥脆的雞卷，以及鮮甜味美的雞湯，最後以雞蛋布丁作結。服務團隊親切友善，餐廳深受附近上班族喜愛。,"中山區長春路55號, Taipei, 104, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/chi-chia-chuang-changchun-road,9cc55305e52f410cb94b7030e1c76017.jpg,dfa6c812798c44bd8bbebe8a46882b59.jpeg,79d47b2a58234776b53fdcec8010b1fe.jpeg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
琥珀,kohaku-1213377,戶外小型日式庭院，加上室內的簡約原木裝潢、細緻的器皿，處處充滿細節。日籍料理長經驗豐富，親力親為烹調每道佳餚，特別注重風味的呈現。其單一季節性菜單使用大量九州漁獲，不論是炙燒胡麻豆腐或是椀物湯品，均風味淡雅，別具特色。主餐後以雙澱粉料理作結。精簡的酒單側重清酒選擇。,"信義區逸仙路32巷15號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/kohaku-1213377,444dd9a2d4894193bae604f621c49234.jpg,6e97b7a1c8b74946862a65abef75686e.jpg,b81a22c0b529468d94a8046529a09d21.jpg,fe1554b798b442cf834778e35473dd15.jpg,4b572f1aae8143918513ef62d4382a24.jpg,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
前金肉燥飯,cianjin-brasied-pork-rice,創立於1959年，以肉燥飯為招牌，現在已傳承至第三代。雖然門面簡樸，但總是人潮不絕，餐點賣完便會關門，周末最好提前抵達。這裡的肉燥飯以豬背油製作，肥而不膩、入口即化，更可添加肉絲或魚鬆，令滋味更加豐富。建議搭配半熟的鴨蛋，以絲綢般的蛋黃液拌米飯同吃。滷豆腐軟嫩多汁，同樣值得一試。,"前金區大同二路26號, Kaohsiung, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/cianjin-brasied-pork-rice,8a0b96960fa54389b109c4c11b783013.jpeg,ec04374732b146d8a819321cb3ee34cf.jpeg,01f87d0335d84d88ad98c90e306e3107.jpeg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
開元路無名虱目魚,kaiyuan-road-no-name-milkfish,屹立在開元路近半個世紀，沒有招牌或店名，但老饕都能辨認出這大樹旁的騎樓小店。店家所用的虱目魚每天清晨新鮮處理，其魚皮湯特別受歡迎，特色是在熟魚皮上裹了一層魚漿，增添柔嫩口感。想吃得更豐富，可搭配魚丸或油脂豐富的虱目魚肚。清晨開始人潮便絡繹不絕，要品嚐魚腸，建議提早到訪避免撲空。,"北區開元路313號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/kaiyuan-road-no-name-milkfish,46f6afc0400b47da96def8c963aea42e.jpeg,1dcc7b21a2b543c6b15e7e5d0c43d734.jpg,24117054e0af4c76b8a15b1f62494879.jpg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
黃記魯肉飯,huang-chi-lu-rou-fan,小店在巷子裡經營了幾十年，好評已在食客間口耳相傳，故人潮總是絡繹不絕。招牌滷肉飯雖以肥肉為主，但肥而不膩，鹹香的醬汁略帶膠質，令人回味。經典滷白菜也是熱門小菜之一，不容錯過。羹湯的高湯以柴魚熬製，加入沙茶醬點綴，呈現古早風味。店家更提供便當，可自選三種配菜，價格實惠。,"中山區中山北路二段183巷28號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/huang-chi-lu-rou-fan,607ad1641948436db135fbc2ec932059.jpeg,ab36a238a95a4a9eb048fae42122b016.jpeg,d3ff0c39f370415a9c3cbabca095dbd2.jpeg,b878246aecb244afad5540987c58810a.jpeg,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
南村,44-sv,餐廳創辦人是四四南村的第三代眷村子弟，以在地食材製作糅合大江南北菜系特色的眷村菜，並將其細膩化，以小酒館方式呈現。招牌菜紅燒肉使用溫體豬，用炒過的糖搭配蜂蜜煨煮，保留醬色之餘更添滋味。為確保食材新鮮，菜色須提前兩日預定，現場僅有少量加點選項。提供個人套餐及合菜選擇，是聚餐的好去處。,"大安區忠孝東路四段216巷33弄10號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/44-sv,b4fe60f27e2b4dfe916c0b21400b39ed.jpeg,29d5042325734785b196e2a61c29d051.jpeg,5c73862ed82b43968219feb80141dca2.jpeg,dbb466a12c104f57b2226ce653f25d04.jpeg,0cb25246b5824a9988a0f5ed0b99d530.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
長生29,chang-sheng-29,於2024年搬到現址，兩層空間採用木色主調，佐以老闆的各式收藏品作點綴，二樓可享愛河景色。東主曾從事遠洋貿易，因鍾愛臺灣傳統家常菜，遂開設此店與客人分享。提供兩款價位的無菜單料理，依據每日食材的採買而變更。菜單上雖是尋常菜色，因選料實在且新鮮，不論是炸紅糟肉、砂鍋魚湯，皆受顧客喜愛。,"鹽埕區河西路3號, Kaohsiung, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/chang-sheng-29,eea6a9bd526d4947acad326d132e0a46.jpeg,ac6b279de97e4e818d1ace45b0fc258d.jpeg,b3a790b19b5b4e869108d15ddecf7b82.jpeg,7ac7d958500c4eba9ac4873c1fff3422.jpeg,23117f02685647a0b537d2346c7314c6.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
正宗鴨肉飯,cheng-tsung-duck-rice,小店的招牌為鴨肉飯：煙燻鴨肉香氣四溢，放於淋有特調醬汁的米飯上，味美誘人，限量的手切鴨肉腿尤其軟嫩多汁。除了米飯，亦可選美濃粄條、意麵及粉麵。綜合下水湯和豆菜系列菜色同樣美味，前者味道醇厚；後者搭配鮮嫩的鴨內臟、具胡椒辛香滋味。不定休，建議參考專頁的公告，並避開用餐時段前往。,"左營區裕誠路245號, Kaohsiung, 臺灣",https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/cheng-tsung-duck-rice,458dab86fca04596aca255d67b2842f7.jpeg,5e2d188b0fe24471a79fd25e6571505e.jpeg,a92e691b2a9e4d34aad8b1450e996d93.jpeg,5154b7e8c84b42df8d789ac618f5ae58.jpeg,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
三好一公道當歸鴨,san-hao-yi-kung-tao-angelica-duck,小店於1949年開業，其後遷到現址，並交由第二代經營，延續創辦人的手藝。菜品品項不多，以當歸鴨麵線聞名，其中又以當歸鴨腿麵線最受歡迎。其湯頭以當歸、甘草等熬煮，溫潤回甘；鴨肉則選用每日採買的溫體菜鴨，燉煮至軟嫩，搭配保有口感的紅麵線，簡單卻滋味悠長。鴨腿經常早早售罄，建議致電預留。,"中西區府前路一段2號, Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/san-hao-yi-kung-tao-angelica-duck,a766d15a9295435b8327366416340d35.jpeg,7e3b0a31526a4dd6abc971cfdaf3709e.jpeg,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
魚庒,uosho,埼玉縣百年鰻魚飯專門店唯一一間海外分店，餐室採以木質為主的日式裝潢，並在餐桌之間設有間隔，增添隱私與舒適度。選用外銷的臺灣鰻魚，以先蒸後烤的關東風格料理，搭配飽滿的米飯，風味極佳。由於鰻魚現點現烤，須耐心等待，建議先點選鰻魚蛋捲或前菜享用：鰻魚蛋捲蛋香四溢，尾韻香甜，值得一試。,"中山區中山北路一段83巷24號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/uosho,8e4a015983af4af8879227b000a92e1b.jpeg,384494474c394c8292881d85df6d3b9f.jpeg,198d2cf7ab93481faacaf5a6796046f9.jpeg,,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Zaap,zaap,老闆兼主廚擁有十多年烹調泰菜的經驗，為確保菜色正宗，一直自家製作所有醬料，且未有為迎合臺灣人口味而降低菜色的辣度。不得不試的有炭烤泰國蝦，採用蝦膏豐膄的公蝦製作，蝦肉緊致彈牙，搭配泰式海鮮醬，風味十足。泰式街頭甜點香蕉煎餅也不容錯過。部分餐點必須提前預訂，且設有最低消費。,"信義區吳興街345巷6號, Taipei, 110, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/zaap,68824f4c90a043278a3dc62734da3e0a.jpeg,c00715e5db7f4fb393fe8187ccc00018.jpeg,46564632855c4390987170d227a095ee.jpeg,700d861d73ac44a4a094a5e66863ea0a.jpeg,ab25c43c0a80433891ccb7413289b23e.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
一味品,yi-wei-pin,由臺南著名碗粿世家創立，僅售碗粿及虱目魚魚羹兩款食品，深受食客歡迎，早上、中午時段人潮熱絡，十分繁忙。碗粿使用舊在來米製作，搭配在地溫體豬肉、火燒蝦與自製肉燥，每日新鮮現做。其色澤偏黑，是典型的臺南風格。建議參考在地人的吃法，品嚐一半後添加芥末或蒜泥，以提升滋味。,"中西區國華街三段177-179號 (永樂市場攤號111及112), Tainan, 臺灣",https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/yi-wei-pin,24171b99cc9246f2b807a5264f395433.jpeg,08dcb72768ac4d48b5123d5a508a3d13.jpg,e663e822365c43589e8925a7eb6125aa.jpeg,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ÉCRU,ecru,主廚來自福岡，帶著在東京和臺北累積的餐飲經驗創辦此店，希望為客人呈現純粹的法式料理，正如店名在法文中代表「誠實」和「自然」的意思。他採用正宗法菜食譜，配上日本進口的時令食材，加上從九州等地採購的餐具和陶器，使菜色透出一絲日本風味。僅提供一份固定菜單，餐酒搭配包含多國的葡萄酒及清酒。,"大安區敦化南路一段177巷19號, Taipei, 臺灣",https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/ecru,4f23dad15dc4463fbac39aa83e9251a4.jpeg,0198b89dee1a4ad8824b0e66669dd6f2.jpeg,2682f88c59524a68a78c8cff56a46e04.jpeg,f9aa0202339046de8c447842b7543d20.jpeg,3843ab6619cd4863849cc1bffb49ec0f.jpeg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
